sampno,perid,y,ann_mile,tnc_veh,delivery,county,region,hh_veh,hh_size,hh_emp,charge_work,elec_acc,housing,hh_inc,gender,employ,stu,hh_drv,drive_freq,race
190232,190232.p02,0,8000.0,2,2,57,6,6,3,3,2,10,2,5.0,1,1.0,3.0,3,1,3.0
190232,190232.p01,1,10000.0,2,2,57,6,6,3,3,2,10,2,5.0,2,1.0,3.0,3,1,3.0
190232,190232.p01,0,10000.0,2,2,57,6,6,3,3,2,10,2,5.0,2,1.0,3.0,3,1,3.0
190235,190235.p04,0,15000.0,2,2,39,1,5,4,4,1,1,1,4.0,1,1.0,3.0,3,1,3.0
190235,190235.p04,0,12000.0,2,2,39,1,5,4,4,1,1,1,4.0,1,1.0,3.0,3,1,3.0
190235,190235.p01,0,8000.0,2,2,39,1,5,4,4,1,1,1,4.0,1,1.0,3.0,3,1,3.0
190235,190235.p01,0,24000.0,2,2,39,1,5,4,4,1,1,1,4.0,1,1.0,3.0,3,1,3.0
190235,190235.p03,0,24000.0,2,2,39,1,5,4,4,1,1,1,4.0,2,1.0,3.0,3,1,3.0
190236,190236.p01,0,7000.0,2,2,1,5,3,5,4,2,1,1,,2,1.0,3.0,3,1,3.0
190236,190236.p04,0,4000.0,2,2,1,5,3,5,4,2,1,1,,1,1.0,3.0,3,1,3.0
190236,190236.p02,0,8000.0,2,2,1,5,3,5,4,2,1,1,,1,1.0,3.0,3,1,3.0
190237,190237.p01,1,4000.0,2,2,43,5,3,3,2,,,1,6.0,1,1.0,3.0,2,1,6.0
190237,190237.p01,0,500.0,2,2,43,5,3,3,2,,,1,6.0,1,1.0,3.0,2,1,6.0
190237,190237.p02,0,5000.0,2,2,43,5,3,3,2,,,1,6.0,2,1.0,3.0,2,1,6.0
190238,190238.p01,0,3000.0,2,2,33,2,3,5,2,,4,1,2.0,1,1.0,3.0,2,1,1.0
190238,190238.p02,0,12000.0,2,2,33,2,3,5,2,,4,1,2.0,2,2.0,3.0,2,1,1.0
190238,190238.p02,0,15000.0,2,2,33,2,3,5,2,,4,1,2.0,2,2.0,3.0,2,1,1.0
190239,190239.p01,0,7000.0,2,2,19,2,2,4,2,,,1,4.0,2,1.0,3.0,2,1,3.0
190239,190239.p02,1,10000.0,2,2,19,2,2,4,2,,,1,4.0,1,1.0,3.0,2,1,3.0
190242,190242.p01,0,15000.0,2,2,17,3,1,2,2,2,,1,,1,1.0,3.0,2,1,3.0
190244,190244.p01,0,8000.0,2,2,19,2,3,2,2,,1,5,,1,2.0,3.0,2,1,3.0
190244,190244.p01,1,14000.0,2,2,19,2,3,2,2,,1,5,,1,2.0,3.0,2,1,3.0
190244,190244.p02,0,8000.0,2,2,19,2,3,2,2,,1,5,,2,1.0,3.0,2,1,3.0
190247,190247.p01,0,7000.0,2,2,38,5,1,1,1,2,10,5,3.0,1,1.0,3.0,1,1,3.0
190254,190254.p01,0,3500.0,2,2,19,2,2,2,2,,1,1,,1,2.0,3.0,2,1,3.0
190254,190254.p02,1,5000.0,2,2,19,2,2,2,2,,1,1,,2,2.0,3.0,2,1,3.0
190249,190249.p01,0,20000.0,2,2,41,5,2,2,2,,1,1,4.0,2,2.0,1.0,2,2,6.0
190249,190249.p01,0,12000.0,2,2,41,5,2,2,2,,1,1,4.0,2,2.0,1.0,2,2,6.0
190251,190251.p02,0,5000.0,2,2,19,2,2,3,2,2,1,1,3.0,2,2.0,3.0,2,1,6.0
190251,190251.p01,1,4000.0,2,2,19,2,2,3,2,2,1,1,3.0,1,1.0,3.0,2,1,6.0
190252,190252.p01,1,12000.0,2,2,34,6,2,5,2,,,1,5.0,2,1.0,3.0,2,1,1.0
190252,190252.p01,0,,,,34,6,2,5,2,,,1,5.0,2,1.0,3.0,2,1,1.0
190256,190256.p02,0,2500.0,2,2,19,2,3,4,2,,,1,3.0,2,2.0,3.0,2,1,6.0
190256,190256.p02,0,11000.0,2,2,19,2,3,4,2,,,1,3.0,2,2.0,3.0,2,1,6.0
190256,190256.p01,1,19000.0,2,2,19,2,3,4,2,,,1,3.0,1,1.0,3.0,2,1,6.0
190257,190257.p01,1,5000.0,2,2,42,3,3,2,2,,1,1,,1,1.0,3.0,2,1,6.0
190257,190257.p01,0,700.0,2,2,42,3,3,2,2,,1,1,,1,1.0,3.0,2,1,6.0
190257,190257.p02,0,7000.0,2,2,42,3,3,2,2,,1,1,,2,1.0,3.0,2,1,1.0
190261,190261.p01,0,12000.0,2,2,37,4,2,1,1,2,1,5,2.0,1,1.0,3.0,1,1,6.0
190261,190261.p01,0,2000.0,2,2,37,4,2,1,1,2,1,5,2.0,1,1.0,3.0,1,1,6.0
190262,190262.p01,0,20000.0,2,2,9,6,3,4,4,2,1,1,6.0,2,1.0,3.0,4,1,6.0
190262,190262.p03,0,2000.0,2,2,9,6,3,4,4,2,1,1,6.0,2,2.0,3.0,4,1,6.0
190262,190262.p02,0,15000.0,2,2,9,6,3,4,4,2,1,1,6.0,1,1.0,3.0,4,1,6.0
190264,190264.p01,1,10000.0,2,2,19,2,4,3,3,,10,1,,1,2.0,3.0,3,1,3.0
190264,190264.p02,0,5000.0,2,2,19,2,4,3,3,,10,1,,2,1.0,3.0,3,1,3.0
190264,190264.p02,0,5000.0,2,2,19,2,4,3,3,,10,1,,2,1.0,3.0,3,1,3.0
190264,190264.p02,0,10000.0,2,2,19,2,4,3,3,,10,1,,2,1.0,3.0,3,1,3.0
190266,190266.p03,0,7000.0,2,2,41,5,3,4,4,1,6,1,3.0,1,2.0,1.0,3,1,3.0
190266,190266.p02,0,7000.0,2,2,41,5,3,4,4,1,6,1,3.0,2,1.0,3.0,3,1,3.0
190266,190266.p01,0,11000.0,2,2,41,5,3,4,4,1,6,1,3.0,1,1.0,3.0,3,1,3.0
190268,190268.p01,1,10000.0,2,2,34,6,3,2,2,,,1,4.0,2,1.0,3.0,2,1,6.0
190268,190268.p01,0,15000.0,2,2,34,6,3,2,2,,,1,4.0,2,1.0,3.0,2,1,6.0
190268,190268.p02,1,2000.0,2,2,34,6,3,2,2,,,1,4.0,1,1.0,3.0,2,2,6.0
190267,190267.p02,0,5000.0,2,2,19,2,2,2,2,2,10,1,3.0,2,2.0,3.0,2,2,3.0
190267,190267.p01,0,6000.0,2,2,19,2,2,2,2,2,10,1,3.0,1,1.0,3.0,2,1,3.0
190272,190272.p01,1,27500.0,2,2,30,2,2,4,2,,,1,6.0,1,1.0,3.0,2,1,6.0
190272,190272.p02,0,12500.0,2,2,30,2,2,4,2,,,1,6.0,2,1.0,3.0,2,2,6.0
190273,190273.p02,0,10000.0,2,2,43,5,2,4,2,,,1,5.0,1,1.0,3.0,2,1,6.0
190273,190273.p01,1,10000.0,2,2,43,5,2,4,2,,,1,5.0,2,1.0,3.0,2,1,6.0
190275,190275.p02,0,12000.0,2,2,37,4,2,2,2,1,8,1,2.0,2,1.0,3.0,2,1,4.0
190275,190275.p01,0,6000.0,2,2,37,4,2,2,2,1,8,1,2.0,1,1.0,3.0,2,1,6.0
190278,190278.p02,0,15000.0,2,2,49,5,6,5,2,1,2,1,6.0,2,1.0,3.0,2,1,6.0
190278,190278.p02,0,200.0,2,2,49,5,6,5,2,1,2,1,6.0,2,1.0,3.0,2,1,6.0
190278,190278.p01,0,500.0,2,2,49,5,6,5,2,1,2,1,6.0,1,1.0,3.0,2,1,6.0
190278,190278.p01,0,15000.0,2,2,49,5,6,5,2,1,2,1,6.0,1,1.0,3.0,2,1,6.0
190278,190278.p01,0,6000.0,2,2,49,5,6,5,2,1,2,1,6.0,1,1.0,3.0,2,1,6.0
190278,190278.p01,0,0.0,2,2,49,5,6,5,2,1,2,1,6.0,1,1.0,3.0,2,1,6.0
190279,190279.p02,0,7000.0,2,2,33,2,4,5,5,,,1,1.0,2,1.0,3.0,5,1,6.0
190279,190279.p01,0,5000.0,2,2,33,2,4,5,5,,,1,1.0,1,1.0,3.0,5,2,6.0
190279,190279.p01,0,12000.0,2,2,33,2,4,5,5,,,1,1.0,1,1.0,3.0,5,2,6.0
190279,190279.p05,0,12000.0,2,2,33,2,4,5,5,,,1,1.0,2,1.0,3.0,5,1,6.0
190283,190283.p01,0,12000.0,2,2,41,5,4,4,4,3,4,1,4.0,2,1.0,3.0,3,1,
190283,190283.p01,0,,,,41,5,4,4,4,3,4,1,4.0,2,1.0,3.0,3,1,
190283,190283.p03,0,12000.0,2,2,41,5,4,4,4,3,4,1,4.0,1,1.0,1.0,3,1,
190283,190283.p02,0,11000.0,2,2,41,5,4,4,4,3,4,1,4.0,1,1.0,3.0,3,1,
190287,190287.p01,0,12000.0,2,2,34,6,1,3,1,1,1,1,2.0,4,1.0,3.0,1,1,1.0
190291,190291.p01,1,12000.0,2,2,37,4,4,4,3,,,1,3.0,1,1.0,3.0,3,1,6.0
190291,190291.p01,0,4000.0,2,2,37,4,4,4,3,,,1,3.0,1,1.0,3.0,3,1,6.0
190291,190291.p01,0,4000.0,2,2,37,4,4,4,3,,,1,3.0,1,1.0,3.0,3,1,6.0
190291,190291.p02,0,8000.0,2,2,37,4,4,4,3,,,1,3.0,2,2.0,3.0,3,1,3.0
190292,190292.p01,0,110000.0,2,2,19,2,1,3,2,1,10,1,2.0,1,1.0,3.0,1,1,3.0
190293,190293.p01,0,12000.0,2,2,37,4,3,4,2,,,1,6.0,1,1.0,3.0,2,1,3.0
190293,190293.p01,1,8000.0,2,2,37,4,3,4,2,,,1,6.0,1,1.0,3.0,2,1,3.0
190293,190293.p02,0,12000.0,2,2,37,4,3,4,2,,,1,6.0,2,1.0,3.0,2,1,3.0
190295,190295.p03,0,20000.0,2,2,30,2,3,3,3,2,,6,3.0,2,2.0,1.0,3,1,5.0
190295,190295.p02,0,35000.0,2,2,30,2,3,3,3,2,,6,3.0,1,1.0,3.0,3,1,6.0
190295,190295.p01,1,12000.0,2,2,30,2,3,3,3,2,,6,3.0,2,1.0,3.0,3,2,5.0
190298,190298.p01,0,8000.0,2,2,12,3,1,1,1,2,10,4,1.0,2,1.0,3.0,1,1,6.0
190304,190304.p01,0,4000.0,2,2,19,2,2,2,2,,1,1,3.0,1,2.0,3.0,2,1,3.0
190304,190304.p01,0,4000.0,2,2,19,2,2,2,2,,1,1,3.0,1,2.0,3.0,2,1,3.0
190301,190301.p03,0,12000.0,2,2,19,2,4,4,4,2,5,1,1.0,2,1.0,3.0,3,1,1.0
190301,190301.p01,0,12000.0,2,2,19,2,4,4,4,2,5,1,1.0,1,1.0,3.0,3,1,1.0
190301,190301.p04,0,25000.0,2,2,19,2,4,4,4,2,5,1,1.0,1,1.0,3.0,3,1,1.0
190301,190301.p04,0,12000.0,2,2,19,2,4,4,4,2,5,1,1.0,1,1.0,3.0,3,1,1.0
190305,190305.p01,0,5500.0,2,2,45,3,2,1,1,,1,8,1.0,1,2.0,3.0,1,1,6.0
190305,190305.p01,0,4500.0,2,2,45,3,2,1,1,,1,8,1.0,1,2.0,3.0,1,1,6.0
190309,190309.p01,0,14300.0,2,2,43,5,2,2,2,,,1,6.0,1,1.0,3.0,2,2,6.0
190309,190309.p02,1,10000.0,2,2,43,5,2,2,2,,,1,6.0,2,1.0,3.0,2,1,6.0
190310,190310.p01,0,20.0,2,2,1,5,2,3,2,,10,4,3.0,2,2.0,3.0,2,3,3.0
190310,190310.p02,0,5000.0,2,2,1,5,2,3,2,,10,4,3.0,1,1.0,3.0,2,1,3.0
190311,190311.p02,0,10000.0,2,2,34,6,2,2,2,1,1,1,4.0,1,1.0,3.0,2,1,3.0
190311,190311.p01,1,12000.0,2,2,34,6,2,2,2,1,1,1,4.0,1,1.0,3.0,2,1,6.0
190312,190312.p02,0,10000.0,2,2,10,1,3,3,2,,1,1,2.0,4,1.0,3.0,2,1,
190312,190312.p02,0,10000.0,2,2,10,1,3,3,2,,1,1,2.0,4,1.0,3.0,2,1,
190312,190312.p01,0,35000.0,2,2,10,1,3,3,2,,1,1,2.0,4,1.0,2.0,2,1,
190313,190313.p03,0,6000.0,2,2,56,2,3,3,3,2,1,1,3.0,1,2.0,3.0,3,1,
190313,190313.p02,0,10000.0,2,2,56,2,3,3,3,2,1,1,3.0,2,1.0,3.0,3,1,
190313,190313.p01,0,24000.0,2,2,56,2,3,3,3,2,1,1,3.0,1,1.0,3.0,3,1,
190315,190315.p01,0,12000.0,2,2,34,6,1,1,1,2,10,4,2.0,2,1.0,3.0,1,1,6.0
190316,190316.p01,1,15000.0,2,2,30,2,3,2,2,,,5,1.0,1,1.0,2.0,2,1,1.0
190316,190316.p01,0,15000.0,2,2,30,2,3,2,2,,,5,1.0,1,1.0,2.0,2,1,1.0
190316,190316.p02,0,15000.0,2,2,30,2,3,2,2,,,5,1.0,2,1.0,2.0,2,1,6.0
190319,190319.p01,0,10000.0,2,2,43,5,3,4,4,2,1,1,3.0,1,1.0,3.0,3,1,6.0
190319,190319.p03,0,8000.0,2,2,43,5,3,4,4,2,1,1,3.0,1,2.0,1.0,3,2,6.0
190319,190319.p02,1,9000.0,2,2,43,5,3,4,4,2,1,1,3.0,2,1.0,3.0,3,1,6.0
190320,190320.p01,0,1000.0,2,2,21,5,6,2,2,,1,1,,1,2.0,3.0,2,2,
190320,190320.p01,0,500.0,2,2,21,5,6,2,2,,1,1,,1,2.0,3.0,2,2,
190320,190320.p01,0,2000.0,2,2,21,5,6,2,2,,1,1,,1,2.0,3.0,2,2,
190320,190320.p01,0,1000.0,2,2,21,5,6,2,2,,1,1,,1,2.0,3.0,2,2,
190320,190320.p02,0,1000.0,2,2,21,5,6,2,2,,1,1,,2,2.0,3.0,2,2,3.0
190320,190320.p02,0,500.0,2,2,21,5,6,2,2,,1,1,,2,2.0,3.0,2,2,3.0
190322,190322.p02,0,13000.0,2,2,34,6,2,2,2,1,4,1,4.0,1,1.0,3.0,2,1,6.0
190322,190322.p01,0,15000.0,2,2,34,6,2,2,2,1,4,1,4.0,1,1.0,3.0,2,1,3.0
190321,190321.p02,0,500.0,2,2,29,3,3,2,2,2,4,1,2.0,1,1.0,3.0,2,1,6.0
190321,190321.p02,0,10000.0,2,2,29,3,3,2,2,2,4,1,2.0,1,1.0,3.0,2,1,6.0
190321,190321.p01,0,10000.0,2,2,29,3,3,2,2,2,4,1,2.0,2,1.0,3.0,2,1,6.0
190324,190324.p01,1,8500.0,2,2,19,2,2,2,2,,,1,4.0,1,1.0,3.0,2,1,6.0
190324,190324.p02,1,11000.0,2,2,19,2,2,2,2,,,1,4.0,2,1.0,3.0,2,1,6.0
190325,190325.p02,1,9500.0,2,2,1,5,2,2,2,,,1,4.0,2,2.0,3.0,2,1,1.0
190325,190325.p01,0,8000.0,2,2,1,5,2,2,2,,,1,4.0,1,2.0,3.0,2,1,6.0
190327,190327.p03,0,10000.0,2,2,36,2,3,3,3,,,1,5.0,1,2.0,3.0,3,1,6.0
190327,190327.p01,0,15000.0,2,2,36,2,3,3,3,,,1,5.0,1,1.0,3.0,3,1,6.0
190327,190327.p02,1,8000.0,2,2,36,2,3,3,3,,,1,5.0,2,1.0,3.0,3,1,6.0
190328,190328.p04,0,2500.0,2,2,44,3,3,4,4,,10,1,,2,2.0,3.0,3,1,6.0
190328,190328.p04,0,1000.0,2,2,44,3,3,4,4,,10,1,,2,2.0,3.0,3,1,6.0
190328,190328.p03,0,4000.0,2,2,44,3,3,4,4,,10,1,,1,1.0,3.0,3,1,6.0
190330,190330.p01,1,7000.0,2,2,49,5,4,2,2,,,1,6.0,1,1.0,3.0,2,1,6.0
190330,190330.p01,0,4000.0,2,2,49,5,4,2,2,,,1,6.0,1,1.0,3.0,2,1,6.0
190330,190330.p02,0,12000.0,2,2,49,5,4,2,2,,,1,6.0,2,1.0,3.0,2,1,6.0
190330,190330.p02,0,5000.0,2,2,49,5,4,2,2,,,1,6.0,2,1.0,3.0,2,1,6.0
190331,190331.p02,0,12000.0,2,2,19,2,3,4,3,1,4,1,6.0,2,2.0,3.0,3,1,6.0
190331,190331.p01,1,20000.0,2,2,19,2,3,4,3,1,4,1,6.0,1,1.0,3.0,3,1,6.0
190331,190331.p01,0,500.0,2,2,19,2,3,4,3,1,4,1,6.0,1,1.0,3.0,3,1,6.0
190334,190334.p02,0,3000.0,2,2,19,2,2,2,2,2,1,1,4.0,2,1.0,3.0,2,1,6.0
190334,190334.p01,0,4500.0,2,2,19,2,2,2,2,2,1,1,4.0,1,1.0,3.0,2,1,6.0
190336,190336.p01,1,12500.0,2,2,36,2,5,1,1,,,1,2.0,1,1.0,3.0,1,1,6.0
190336,190336.p01,0,1000.0,2,2,36,2,5,1,1,,,1,2.0,1,1.0,3.0,1,1,6.0
190336,190336.p01,0,1000.0,2,2,36,2,5,1,1,,,1,2.0,1,1.0,3.0,1,1,6.0
190336,190336.p01,0,1000.0,2,2,36,2,5,1,1,,,1,2.0,1,1.0,3.0,1,1,6.0
190336,190336.p01,0,2500.0,2,2,36,2,5,1,1,,,1,2.0,1,1.0,3.0,1,1,6.0
190337,190337.p01,0,5000.0,2,2,37,4,2,2,2,,6,2,,1,2.0,3.0,1,1,6.0
190337,190337.p01,0,500.0,2,2,37,4,2,2,2,,6,2,,1,2.0,3.0,1,1,6.0
190340,190340.p02,0,4000.0,2,2,10,1,2,2,2,,4,1,1.0,2,2.0,3.0,2,1,1.0
190340,190340.p01,0,4000.0,2,2,10,1,2,2,2,,4,1,1.0,1,2.0,3.0,2,2,6.0
190342,190342.p01,0,100.0,2,2,19,2,1,5,1,,5,6,1.0,2,1.0,3.0,1,2,
190344,190344.p02,1,15000.0,2,2,19,2,2,2,2,,,1,6.0,1,1.0,3.0,2,1,6.0
190344,190344.p01,1,15000.0,2,2,19,2,2,2,2,,,1,6.0,2,1.0,1.0,2,1,6.0
190346,190346.p01,0,10.0,2,2,39,1,3,2,2,1,1,1,,1,1.0,3.0,2,1,6.0
190346,190346.p01,0,30000.0,2,2,39,1,3,2,2,1,1,1,,1,1.0,3.0,2,1,6.0
190346,190346.p02,0,11000.0,2,2,39,1,3,2,2,1,1,1,,2,2.0,1.0,2,1,6.0
190350,190350.p01,0,3000.0,2,2,19,2,3,2,2,,,1,2.0,1,1.0,3.0,2,1,3.0
190350,190350.p01,1,8000.0,2,2,19,2,3,2,2,,,1,2.0,1,1.0,3.0,2,1,3.0
190350,190350.p01,0,15000.0,2,2,19,2,3,2,2,,,1,2.0,1,1.0,3.0,2,1,3.0
190351,190351.p02,0,3500.0,2,2,41,5,2,2,2,,,1,4.0,2,1.0,3.0,2,1,6.0
190351,190351.p01,1,27500.0,2,2,41,5,2,2,2,,,1,4.0,1,1.0,3.0,2,1,6.0
190352,190352.p02,0,2000.0,2,2,19,2,3,3,3,,10,1,3.0,2,2.0,3.0,3,2,
190352,190352.p01,0,500.0,2,2,19,2,3,3,3,,10,1,3.0,1,1.0,3.0,3,2,6.0
190352,190352.p01,0,6000.0,2,2,19,2,3,3,3,,10,1,3.0,1,1.0,3.0,3,2,6.0
190354,190354.p01,0,8000.0,2,2,21,5,1,2,2,1,3,2,3.0,2,1.0,3.0,2,1,6.0
190355,190355.p03,0,3000.0,2,2,19,2,2,4,4,2,10,2,1.0,1,1.0,3.0,3,1,6.0
190355,190355.p01,0,10000.0,2,2,19,2,2,4,4,2,10,2,1.0,2,1.0,3.0,3,1,6.0
190358,190358.p02,1,5000.0,2,2,33,2,3,5,4,,,1,3.0,1,1.0,3.0,2,2,6.0
190358,190358.p02,0,9000.0,2,2,33,2,3,5,4,,,1,3.0,1,1.0,3.0,2,2,6.0
190358,190358.p01,0,13000.0,2,2,33,2,3,5,4,,,1,3.0,2,1.0,3.0,2,1,6.0
190359,190359.p01,0,300.0,2,2,37,4,2,1,1,,1,1,1.0,2,1.0,3.0,1,2,6.0
190359,190359.p01,0,100.0,2,2,37,4,2,1,1,,1,1,1.0,2,1.0,3.0,1,2,6.0
190360,190360.p02,0,10000.0,2,2,30,2,2,2,2,,10,2,2.0,2,2.0,3.0,2,1,6.0
190360,190360.p01,0,15000.0,2,2,30,2,2,2,2,,10,2,2.0,1,1.0,3.0,2,1,6.0
190361,190361.p01,0,4000.0,2,2,43,5,1,1,1,,1,1,2.0,1,2.0,3.0,1,2,6.0
190367,190367.p01,0,200.0,2,2,34,6,2,1,1,,1,1,3.0,1,2.0,3.0,1,2,6.0
190367,190367.p01,0,6000.0,2,2,34,6,2,1,1,,1,1,3.0,1,2.0,3.0,1,2,6.0
190363,190363.p02,0,700.0,2,2,41,5,5,3,3,,1,1,4.0,2,2.0,3.0,3,1,3.0
190363,190363.p01,0,70.0,2,2,41,5,5,3,3,,1,1,4.0,1,1.0,3.0,3,2,3.0
190363,190363.p01,0,178.0,2,2,41,5,5,3,3,,1,1,4.0,1,1.0,3.0,3,2,3.0
190363,190363.p01,0,200.0,2,2,41,5,5,3,3,,1,1,4.0,1,1.0,3.0,3,2,3.0
190363,190363.p01,0,600.0,2,2,41,5,5,3,3,,1,1,4.0,1,1.0,3.0,3,2,3.0
190370,190370.p01,0,3000.0,2,2,34,6,2,2,2,,1,1,2.0,1,2.0,3.0,2,2,6.0
190370,190370.p02,0,6000.0,2,2,34,6,2,2,2,,1,1,2.0,2,2.0,3.0,2,1,5.0
190369,190369.p01,0,20000.0,2,2,30,2,3,4,2,2,,1,4.0,2,1.0,3.0,2,1,
190369,190369.p01,0,1000.0,2,2,30,2,3,4,2,2,,1,4.0,2,1.0,3.0,2,1,
190369,190369.p02,0,22000.0,2,2,30,2,3,4,2,2,,1,4.0,1,1.0,3.0,2,1,
190376,190376.p02,0,6000.0,2,2,33,2,1,2,2,,1,1,1.0,2,2.0,3.0,2,2,6.0
190379,190379.p01,1,10216.0,2,2,30,2,1,1,1,,6,4,,1,2.0,3.0,1,1,
190378,190378.p01,1,14500.0,2,2,56,2,2,3,3,,,1,3.0,1,2.0,3.0,3,1,6.0
190378,190378.p02,0,10000.0,2,2,56,2,2,3,3,,,1,3.0,1,1.0,3.0,3,2,6.0
190380,190380.p02,0,10000.0,2,2,19,2,3,3,3,,2,1,1.0,1,2.0,3.0,3,2,6.0
190380,190380.p01,0,50000.0,2,2,19,2,3,3,3,,2,1,1.0,1,1.0,3.0,3,1,6.0
190380,190380.p03,1,5000.0,2,2,19,2,3,3,3,,2,1,1.0,2,1.0,3.0,3,1,6.0
190387,190387.p02,0,12000.0,2,2,19,2,2,2,2,1,10,1,5.0,2,1.0,3.0,2,1,6.0
190387,190387.p01,1,8000.0,2,2,19,2,2,2,2,1,10,1,5.0,1,1.0,3.0,2,2,6.0
190384,190384.p01,0,3500.0,2,2,19,2,2,2,2,,,1,6.0,2,1.0,3.0,2,2,6.0
190384,190384.p02,1,8000.0,2,2,19,2,2,2,2,,,1,6.0,1,1.0,3.0,2,1,6.0
190394,190394.p02,0,10000.0,2,2,19,2,3,2,2,,1,1,2.0,1,2.0,3.0,2,1,
190394,190394.p01,0,7.0,2,2,19,2,3,2,2,,1,1,2.0,2,2.0,3.0,2,1,
190394,190394.p01,0,5500.0,2,2,19,2,3,2,2,,1,1,2.0,2,2.0,3.0,2,1,
190385,190385.p01,0,20000.0,2,2,30,2,3,4,2,2,4,1,3.0,2,1.0,3.0,2,1,6.0
190385,190385.p02,0,1000.0,2,2,30,2,3,4,2,2,4,1,3.0,1,1.0,3.0,2,1,6.0
190385,190385.p02,0,15000.0,2,2,30,2,3,4,2,2,4,1,3.0,1,1.0,3.0,2,1,6.0
190390,190390.p03,0,15000.0,2,2,33,2,3,4,3,1,1,1,3.0,1,2.0,3.0,3,1,6.0
190390,190390.p02,0,20000.0,2,2,33,2,3,4,3,1,1,1,3.0,2,1.0,3.0,3,1,6.0
190390,190390.p01,0,30000.0,2,2,33,2,3,4,3,1,1,1,3.0,1,1.0,3.0,3,1,4.0
190395,190395.p01,0,9000.0,2,2,54,1,3,2,2,,1,1,3.0,1,2.0,3.0,1,1,6.0
190395,190395.p01,0,1500.0,2,2,54,1,3,2,2,,1,1,3.0,1,2.0,3.0,1,1,6.0
190395,190395.p01,0,3000.0,2,2,54,1,3,2,2,,1,1,3.0,1,2.0,3.0,1,1,6.0
190398,190398.p01,0,12000.0,2,2,31,6,3,2,2,,1,1,5.0,1,2.0,3.0,2,1,6.0
190398,190398.p01,0,3000.0,2,2,31,6,3,2,2,,1,1,5.0,1,2.0,3.0,2,1,6.0
190398,190398.p02,0,5000.0,2,2,31,6,3,2,2,,1,1,5.0,2,2.0,3.0,2,2,6.0
190404,190404.p01,1,6000.0,2,2,42,3,1,2,2,,6,5,4.0,1,1.0,3.0,2,1,6.0
190402,190402.p01,0,5000.0,2,2,34,6,3,2,2,,4,1,3.0,2,2.0,3.0,2,1,6.0
190402,190402.p01,0,10000.0,2,2,34,6,3,2,2,,4,1,3.0,2,2.0,3.0,2,1,6.0
190402,190402.p01,0,,,,34,6,3,2,2,,4,1,3.0,2,2.0,3.0,2,1,6.0
190406,190406.p02,0,12000.0,2,2,34,6,2,3,2,1,4,1,4.0,2,1.0,3.0,2,1,6.0
190406,190406.p01,0,15000.0,2,2,34,6,2,3,2,1,4,1,4.0,1,1.0,3.0,2,2,6.0
190412,190412.p01,0,5000.0,2,2,19,2,2,3,3,,1,1,2.0,1,1.0,3.0,1,1,3.0
190412,190412.p01,0,2000.0,2,2,19,2,2,3,3,,1,1,2.0,1,1.0,3.0,1,1,3.0
190414,190414.p02,0,3000.0,2,2,27,3,2,2,2,,1,1,1.0,2,1.0,3.0,2,1,6.0
190414,190414.p01,0,5000.0,2,2,27,3,2,2,2,,1,1,1.0,1,2.0,3.0,2,1,6.0
190440,190440.p01,0,95.0,2,2,27,3,2,9,9,,3,1,1.0,1,1.0,3.0,1,1,3.0
190440,190440.p01,0,150.0,2,2,27,3,2,9,9,,3,1,1.0,1,1.0,3.0,1,1,3.0
190428,190428.p02,1,7000.0,2,2,43,5,2,3,2,2,1,1,6.0,2,1.0,2.0,2,1,3.0
190428,190428.p01,0,6500.0,2,2,43,5,2,3,2,2,1,1,6.0,1,1.0,3.0,2,1,3.0
190421,190421.p01,1,9000.0,2,2,7,5,3,4,2,,,1,6.0,1,1.0,3.0,2,1,3.0
190421,190421.p01,0,2000.0,2,2,7,5,3,4,2,,,1,6.0,1,1.0,3.0,2,1,3.0
190421,190421.p02,0,7000.0,2,2,7,5,3,4,2,,,1,6.0,2,1.0,3.0,2,1,3.0
190415,190415.p02,0,20000.0,2,2,30,2,2,2,2,2,1,6,3.0,2,1.0,3.0,2,1,1.0
190415,190415.p01,0,9000.0,2,2,30,2,2,2,2,2,1,6,3.0,2,1.0,3.0,2,1,3.0
190458,190458.p01,1,20000.0,2,2,43,5,3,6,3,1,4,2,6.0,1,1.0,3.0,3,1,6.0
190458,190458.p03,0,15000.0,2,2,43,5,3,6,3,1,4,2,6.0,1,1.0,3.0,3,1,3.0
190458,190458.p02,0,12000.0,2,2,43,5,3,6,3,1,4,2,6.0,2,1.0,3.0,3,2,6.0
190417,190417.p01,0,3000.0,2,2,7,5,3,1,1,,1,1,,1,2.0,3.0,1,1,6.0
190417,190417.p01,0,1000.0,2,2,7,5,3,1,1,,1,1,,1,2.0,3.0,1,1,6.0
190417,190417.p01,1,12000.0,2,2,7,5,3,1,1,,1,1,,1,2.0,3.0,1,1,6.0
190424,190424.p01,0,3000.0,2,2,43,5,4,5,2,,1,1,2.0,1,1.0,3.0,2,1,3.0
190424,190424.p01,0,9000.0,2,2,43,5,4,5,2,,1,1,2.0,1,1.0,3.0,2,1,3.0
190424,190424.p01,0,1000.0,2,2,43,5,4,5,2,,1,1,2.0,1,1.0,3.0,2,1,3.0
190424,190424.p02,0,9000.0,2,2,43,5,4,5,2,,1,1,2.0,2,1.0,3.0,2,1,3.0
190423,190423.p01,0,20000.0,2,2,9,6,3,2,2,2,2,1,,1,1.0,3.0,2,1,
